,unique_id,ds,XGBRegressor,SVR,LinearRegression,RandomForestRegressor,y
234,FOODS_3_080_WI_1_evaluation,2015-05-31,76.88510602712631,77.04377799025087,76.66575551239437,73.54416666666667,77.0
235,FOODS_3_080_WI_1_evaluation,2015-06-30,74.77021205425262,75.45542914630279,74.61941742091203,73.00070512820513,75.0
236,FOODS_3_080_WI_1_evaluation,2015-07-31,77.15531808137894,78.10933243317868,76.91808890541233,73.72403846153846,77.5
237,FOODS_3_080_WI_1_evaluation,2015-08-31,77.04042410850525,78.30727992227453,76.73603947370741,67.32422893772893,77.5
238,FOODS_3_080_WI_1_evaluation,2015-09-30,74.42553013563156,76.04479887951851,74.12911562694433,66.78422893772893,75.0
239,FOODS_3_080_WI_1_evaluation,2015-10-31,76.81063616275787,78.70828073713157,76.4939057972339,67.42672893772892,77.5
240,FOODS_3_080_WI_1_evaluation,2015-11-30,74.19574218988419,76.42173378948632,73.90787461728523,59.849228937728924,75.0
241,FOODS_3_080_WI_1_evaluation,2015-12-31,74.0808482170105,76.61649904765726,73.78553288401903,59.159228937728926,76.0
242,FOODS_3_080_WI_1_evaluation,2016-01-31,76.46595424413681,79.3078402513598,76.18540703548233,65.81422893772893,77.5
243,FOODS_3_080_WI_1_evaluation,2016-02-29,68.35106027126312,71.51551613276608,68.10262350953228,53.12934798534798,72.5
244,FOODS_3_080_WI_1_evaluation,2016-03-31,76.23616629838943,79.71601125608524,76.00225491651472,60.36309798534798,77.5
245,FOODS_3_080_WI_1_evaluation,2016-04-30,73.62127232551575,77.4266808744874,73.4114009200216,53.93309798534798,75.0
246,FOODS_3_080_WI_1_evaluation,2016-05-31,75.39148437976837,79.68642737834874,74.9836136367244,51.24726465201464,55.0
247,FOODS_3_080_WI_3_evaluation,2015-05-31,76.88510602712631,77.71199622013762,77.22970799117977,72.835,73.5
248,FOODS_3_080_WI_3_evaluation,2015-06-30,72.77021205425262,73.88968468071852,73.12221876633132,68.66999999999999,73.5
249,FOODS_3_080_WI_3_evaluation,2015-07-31,76.15531808137894,77.27247904262344,76.25320761748918,74.77999999999999,77.5
250,FOODS_3_080_WI_3_evaluation,2015-08-31,76.04042410850525,77.36408248684985,75.99316739120565,70.0337738095238,74.5
251,FOODS_3_080_WI_3_evaluation,2015-09-30,72.42553013563156,74.01514849421477,72.33926648911431,61.648773809523796,75.0
252,FOODS_3_080_WI_3_evaluation,2015-10-31,75.81063616275787,77.71691365577915,75.711166161528,68.0487738095238,76.0
253,FOODS_3_080_WI_3_evaluation,2015-11-30,73.69574218988419,75.88382358771521,73.41848629344878,62.133773809523795,72.5
254,FOODS_3_080_WI_3_evaluation,2015-12-31,73.5808482170105,76.02916320852879,73.1581285380932,58.648773809523796,75.0
255,FOODS_3_080_WI_3_evaluation,2016-01-31,71.46595424413681,74.21699417610321,71.01634715441828,57.8337738095238,73.5
256,FOODS_3_080_WI_3_evaluation,2016-02-29,64.35106027126312,67.42072463284265,63.926076588659825,49.8862738095238,67.5
257,FOODS_3_080_WI_3_evaluation,2016-03-31,74.23616629838943,77.64113706214765,73.87292597862043,55.210023809523804,77.5
258,FOODS_3_080_WI_3_evaluation,2016-04-30,72.12127232551575,75.86979100486715,71.82643126114692,52.270023809523806,74.5
259,FOODS_3_080_WI_3_evaluation,2016-05-31,74.89148437976837,79.80010608676078,74.98736879223267,49.825023809523806,55.0
260,FOODS_3_099_CA_4_evaluation,2015-05-31,76.88510602712631,76.3266445648857,75.98061896196425,78.99,77.0
261,FOODS_3_099_CA_4_evaluation,2015-06-30,75.77021205425262,76.05858071713817,75.04893595530011,77.66,74.5
262,FOODS_3_099_CA_4_evaluation,2015-07-31,74.65531808137894,74.7245248117884,73.19675586906723,76.60499999999999,77.5
263,FOODS_3_099_CA_4_evaluation,2015-08-31,60.54042410850525,60.702443843740824,58.39235074415735,58.05749999999999,66.0
264,FOODS_3_099_CA_4_evaluation,2015-09-30,67.92553013563156,68.50720400108631,65.69361571136709,64.31249999999999,75.0
265,FOODS_3_099_CA_4_evaluation,2015-10-31,65.81063616275787,66.5803963212362,63.51343097278571,63.352499999999985,77.5
266,FOODS_3_099_CA_4_evaluation,2015-11-30,71.69574218988419,72.86155032857897,69.55116883665684,66.64933333333332,70.0
267,FOODS_3_099_CA_4_evaluation,2015-12-31,74.5808482170105,76.08228441957357,72.51598126832275,67.07433333333331,75.0
268,FOODS_3_099_CA_4_evaluation,2016-01-31,76.96595424413681,78.77587584599513,75.04654641320204,69.12433333333331,77.5
269,FOODS_3_099_CA_4_evaluation,2016-02-29,69.35106027126312,71.50044420412844,67.5489274407503,60.761833333333314,72.5
270,FOODS_3_099_CA_4_evaluation,2016-03-31,77.23616629838943,79.67761020262179,75.47105939370194,64.37408333333332,76.0
271,FOODS_3_099_CA_4_evaluation,2016-04-30,74.12127232551575,76.87586506718824,72.41321435814501,59.51908333333331,70.5
272,FOODS_3_099_CA_4_evaluation,2016-05-31,76.39148437976837,78.90414282157808,73.79300831454701,64.86908333333331,55.0
273,FOODS_3_099_TX_1_evaluation,2015-05-31,74.38510602712631,74.49341719441733,74.0714581285667,75.19,77.0
274,FOODS_3_099_TX_1_evaluation,2015-06-30,66.27021205425262,66.40680973725468,65.60846594803351,68.845,66.5
275,FOODS_3_099_TX_1_evaluation,2015-07-31,77.65531808137894,78.45779172005734,77.23054134103856,76.425,77.5
276,FOODS_3_099_TX_1_evaluation,2015-08-31,79.04042410850525,79.72578768019665,78.00761985881695,78.09,77.5
277,FOODS_3_099_TX_1_evaluation,2015-09-30,76.42553013563156,77.36904734354194,75.30878308558904,76.14500000000001,72.5
278,FOODS_3_099_TX_1_evaluation,2015-10-31,73.81063616275787,75.10807132432964,72.65158649945101,66.99916666666668,75.5
279,FOODS_3_099_TX_1_evaluation,2015-11-30,74.69574218988419,76.21806794726469,73.4694666801369,69.11916666666669,73.5
280,FOODS_3_099_TX_1_evaluation,2015-12-31,75.5808482170105,77.4619137274631,74.42271166571948,69.05666666666669,75.0
281,FOODS_3_099_TX_1_evaluation,2016-01-31,78.46595424413681,80.63431349607643,77.26391485063212,67.85891666666669,77.5
282,FOODS_3_099_TX_1_evaluation,2016-02-29,70.85106027126312,73.31690415996214,69.70371708099901,58.85891666666669,71.5
283,FOODS_3_099_TX_1_evaluation,2016-03-31,78.23616629838943,81.03427670004382,77.14987078601224,66.26391666666669,69.5
284,FOODS_3_099_TX_1_evaluation,2016-04-30,75.62127232551575,78.72478069538444,74.5528604079791,59.74991666666669,75.0
285,FOODS_3_099_TX_1_evaluation,2016-05-31,74.89148437976837,78.4291918861551,73.55811870388175,58.339916666666696,55.0
286,FOODS_3_099_WI_3_evaluation,2015-05-31,68.38510602712631,68.22269097497255,67.95361719601951,68.71,77.0
287,FOODS_3_099_WI_3_evaluation,2015-06-30,62.770212054252625,63.735266358738905,62.92341183399412,64.26499999999999,71.0
288,FOODS_3_099_WI_3_evaluation,2015-07-31,69.15531808137894,70.08432636730493,68.709953643787,70.90999999999998,76.0
289,FOODS_3_099_WI_3_evaluation,2015-08-31,70.54042410850525,71.93660572745836,70.17809169633712,71.41499999999998,77.5
290,FOODS_3_099_WI_3_evaluation,2015-09-30,57.92553013563156,59.809582350302,57.765757493614586,59.51499999999998,73.0
291,FOODS_3_099_WI_3_evaluation,2015-10-31,73.31063616275787,75.3714897136332,73.14264646221886,71.40999999999998,76.5
292,FOODS_3_099_WI_3_evaluation,2015-11-30,71.69574218988419,74.17075394257512,71.76366118832786,73.66499999999998,74.0
293,FOODS_3_099_WI_3_evaluation,2015-12-31,71.5808482170105,74.34779638654878,71.66365071418431,71.64333333333332,75.0
294,FOODS_3_099_WI_3_evaluation,2016-01-31,73.96595424413681,77.00400829997956,74.07614406704889,73.00619047619045,77.5
295,FOODS_3_099_WI_3_evaluation,2016-02-29,64.35106027126312,67.70048359270484,64.46733952540765,60.22619047619045,72.5
296,FOODS_3_099_WI_3_evaluation,2016-03-31,72.73616629838943,76.35064413775751,72.79606433381285,64.29752380952378,71.0
297,FOODS_3_099_WI_3_evaluation,2016-04-30,68.62127232551575,72.53791055914839,68.68133393992169,59.372523809523784,69.5
298,FOODS_3_099_WI_3_evaluation,2016-05-31,64.39148437976837,68.45548443218219,63.99441338024565,53.175023809523786,55.0
299,FOODS_3_226_CA_3_evaluation,2015-05-31,76.38510602712631,75.81504712411382,75.56084427042228,66.08333333333334,77.5
300,FOODS_3_226_CA_3_evaluation,2015-06-30,74.27021205425262,74.72984448190729,73.82300103898945,64.36333333333334,75.0
301,FOODS_3_226_CA_3_evaluation,2015-07-31,76.65531808137894,77.53871522654846,76.21905339462509,61.14833333333334,77.5
302,FOODS_3_226_CA_3_evaluation,2015-08-31,76.54042410850525,77.75845434899401,76.07979331717333,54.43583333333334,77.5
303,FOODS_3_226_CA_3_evaluation,2015-09-30,73.92553013563156,75.65051286473742,73.6006679562113,44.99083333333334,74.5
304,FOODS_3_226_CA_3_evaluation,2015-10-31,76.31063616275787,78.25875583403169,75.96016546110691,42.29083333333334,77.0
305,FOODS_3_226_CA_3_evaluation,2015-11-30,73.69574218988419,76.03658967955383,73.5825966699328,33.36583333333334,73.5
306,FOODS_3_226_CA_3_evaluation,2015-12-31,73.0808482170105,75.7767147698556,73.03057717889678,30.72583333333334,74.5
307,FOODS_3_226_CA_3_evaluation,2016-01-31,73.96595424413681,76.95761111991847,73.9379701610891,28.41083333333334,72.0
308,FOODS_3_226_CA_3_evaluation,2016-02-29,68.35106027126312,71.68327936284047,68.3677344658791,21.04583333333334,70.0
309,FOODS_3_226_CA_3_evaluation,2016-03-31,75.23616629838943,78.87092034999655,75.21802860592045,25.880833333333342,77.0
310,FOODS_3_226_CA_3_evaluation,2016-04-30,72.62127232551575,76.57648327962876,72.60128327822937,22.95583333333334,75.0
311,FOODS_3_226_CA_3_evaluation,2016-05-31,74.39148437976837,78.11883833961352,73.55867866730586,14.454166666666676,55.0
312,FOODS_3_226_TX_1_evaluation,2015-05-31,77.38510602712631,76.29569238698001,76.1124167278153,69.77,77.5
313,FOODS_3_226_TX_1_evaluation,2015-06-30,74.77021205425262,75.1000644284628,74.12464178592707,66.69,75.0
314,FOODS_3_226_TX_1_evaluation,2015-07-31,77.15531808137894,77.8547754029874,76.44823691073687,68.615,77.5
315,FOODS_3_226_TX_1_evaluation,2015-08-31,77.04042410850525,77.96772691544628,76.18813716222161,69.045,77.5
316,FOODS_3_226_TX_1_evaluation,2015-09-30,73.92553013563156,75.44780321246417,73.25419084494092,62.06,75.0
317,FOODS_3_226_TX_1_evaluation,2015-10-31,75.31063616275787,76.9971127232105,74.59833893380959,65.6575,77.0
318,FOODS_3_226_TX_1_evaluation,2015-11-30,74.19574218988419,76.30696991761415,73.82917491826535,60.7325,75.0
319,FOODS_3_226_TX_1_evaluation,2015-12-31,74.0808482170105,76.55732167474483,73.777453962086,57.182500000000005,75.0
320,FOODS_3_226_TX_1_evaluation,2016-01-31,76.46595424413681,79.21261847433937,76.18030028069404,60.93750000000001,77.5
321,FOODS_3_226_TX_1_evaluation,2016-02-29,68.85106027126312,71.94242751677957,68.62508541286411,50.432500000000005,72.5
322,FOODS_3_226_TX_1_evaluation,2016-03-31,76.23616629838943,79.61131921933745,75.94697039532024,54.252500000000005,77.5
323,FOODS_3_226_TX_1_evaluation,2016-04-30,73.62127232551575,77.30556920346646,73.3237009025838,54.222500000000004,75.0
324,FOODS_3_226_TX_1_evaluation,2016-05-31,75.89148437976837,78.82589704714543,74.32748396763789,45.13250000000001,55.0
325,FOODS_3_226_TX_2_evaluation,2015-05-31,77.38510602712631,77.78814279520701,77.35352792929653,73.39844047619047,77.5
326,FOODS_3_226_TX_2_evaluation,2015-06-30,74.77021205425262,75.43733871804633,74.68248924356772,68.93844047619048,75.0
327,FOODS_3_226_TX_2_evaluation,2015-07-31,77.15531808137894,78.60847608873516,77.62236895574937,71.99344047619049,77.5
328,FOODS_3_226_TX_2_evaluation,2015-08-31,77.04042410850525,78.61895697580856,77.31382143903811,67.92629761904763,77.5
329,FOODS_3_226_TX_2_evaluation,2015-09-30,74.42553013563156,76.25265518587526,74.62584360295611,65.39629761904763,75.0
330,FOODS_3_226_TX_2_evaluation,2015-10-31,76.81063616275787,79.00120274389825,77.03313549886184,65.93379761904762,77.5
331,FOODS_3_226_TX_2_evaluation,2015-11-30,74.19574218988419,76.634144218693,74.35555223539265,59.98229761904763,75.0
332,FOODS_3_226_TX_2_evaluation,2015-12-31,74.0808482170105,76.85415403169891,74.24022654353955,59.38229761904763,75.0
333,FOODS_3_226_TX_2_evaluation,2016-01-31,76.46595424413681,79.54045291692108,76.55810187425224,60.962297619047625,77.5
334,FOODS_3_226_TX_2_evaluation,2016-02-29,68.85106027126312,72.22784888843579,68.94416591598578,49.33329761904763,72.5
335,FOODS_3_226_TX_2_evaluation,2016-03-31,74.73616629838943,78.44775064926655,74.85047786139167,54.968297619047625,77.5
336,FOODS_3_226_TX_2_evaluation,2016-04-30,73.62127232551575,77.65567627119252,73.74289841981376,52.008297619047624,75.0
337,FOODS_3_226_TX_2_evaluation,2016-05-31,75.89148437976837,80.66833022673468,76.0304582108867,47.1067380952381,55.0
338,FOODS_3_226_TX_3_evaluation,2015-05-31,75.88510602712631,76.2642639009706,75.78774132542547,72.79916666666666,77.0
339,FOODS_3_226_TX_3_evaluation,2015-06-30,74.27021205425262,75.26521757341477,74.27483837190971,72.13916666666667,74.5
340,FOODS_3_226_TX_3_evaluation,2015-07-31,77.15531808137894,78.34978638048925,77.00965985410852,73.4175,77.5
341,FOODS_3_226_TX_3_evaluation,2015-08-31,77.04042410850525,78.73414837141989,77.00460942478236,68.3665,77.5
342,FOODS_3_226_TX_3_evaluation,2015-09-30,74.42553013563156,76.48944103181479,74.48984949200408,68.3265,75.0
343,FOODS_3_226_TX_3_evaluation,2015-10-31,76.81063616275787,79.16626694258574,76.95671492696711,67.11149999999999,77.5
344,FOODS_3_226_TX_3_evaluation,2015-11-30,74.19574218988419,76.91327625410766,74.42220390666638,60.201499999999996,74.5
345,FOODS_3_226_TX_3_evaluation,2015-12-31,74.0808482170105,77.09264333972499,74.31535833766597,61.906499999999994,75.0
346,FOODS_3_226_TX_3_evaluation,2016-01-31,73.46595424413681,76.79176082504307,73.7388995206733,57.309,77.5
347,FOODS_3_226_TX_3_evaluation,2016-02-29,68.85106027126312,72.491435493049,69.12344717546941,51.244,71.0
348,FOODS_3_226_TX_3_evaluation,2016-03-31,76.23616629838943,80.18065133597823,76.49724155065768,57.028999999999996,77.5
349,FOODS_3_226_TX_3_evaluation,2016-04-30,73.62127232551575,77.89243162669199,73.88996266113628,51.388999999999996,75.0
350,FOODS_3_226_TX_3_evaluation,2016-05-31,74.39148437976837,79.36826973830267,74.56018959011193,48.88816666666666,55.0
351,FOODS_3_226_WI_1_evaluation,2015-05-31,77.38510602712631,77.72234322299865,77.31136780574644,72.86416666666666,77.5
352,FOODS_3_226_WI_1_evaluation,2015-06-30,74.77021205425262,75.45164895232325,74.62695580846221,69.6870794473704,75.0
353,FOODS_3_226_WI_1_evaluation,2015-07-31,77.15531808137894,78.16295920592636,76.96257610082233,73.88207944737039,77.5
354,FOODS_3_226_WI_1_evaluation,2015-08-31,77.04042410850525,78.38750572210911,76.79643552966114,69.71926992356086,77.5
355,FOODS_3_226_WI_1_evaluation,2015-09-30,74.42553013563156,76.08102114567706,74.16076647882221,63.85426992356086,75.0
356,FOODS_3_226_WI_1_evaluation,2015-10-31,76.81063616275787,78.77190834022667,76.53853786563204,70.58926992356086,77.5
357,FOODS_3_226_WI_1_evaluation,2015-11-30,74.19574218988419,76.47015602870044,73.92367979159566,64.04426992356086,75.0
358,FOODS_3_226_WI_1_evaluation,2015-12-31,74.0808482170105,76.6657458635868,73.82064587793792,63.65176992356086,75.0
359,FOODS_3_226_WI_1_evaluation,2016-01-31,76.46595424413681,79.36585831132675,76.22460427831467,61.95176992356086,77.5
360,FOODS_3_226_WI_1_evaluation,2016-02-29,68.85106027126312,72.06743062499939,68.63587122690429,51.87676992356086,72.5
361,FOODS_3_226_WI_1_evaluation,2016-03-31,76.23616629838943,79.77237701709518,76.04532676320338,57.11676992356086,77.5
362,FOODS_3_226_WI_1_evaluation,2016-04-30,73.62127232551575,77.48287484362233,73.45185258912323,52.79176992356086,75.0
363,FOODS_3_226_WI_1_evaluation,2016-05-31,75.89148437976837,80.41918066802272,75.66863169116384,48.20593659022752,55.0
364,FOODS_3_226_WI_2_evaluation,2015-05-31,77.38510602712631,76.66482243826547,76.4196629393494,72.745,77.5
365,FOODS_3_226_WI_2_evaluation,2015-06-30,74.77021205425262,75.16257482811424,74.22576807273008,71.55000000000001,75.0
366,FOODS_3_226_WI_2_evaluation,2015-07-31,77.15531808137894,77.99011428463322,76.63602918107144,73.92000000000002,77.5
367,FOODS_3_226_WI_2_evaluation,2015-08-31,77.04042410850525,78.09212720624998,76.40245702380386,67.77269047619049,77.5
368,FOODS_3_226_WI_2_evaluation,2015-09-30,74.42553013563156,75.98542349994634,73.9072754970253,68.01269047619049,75.0
369,FOODS_3_226_WI_2_evaluation,2015-10-31,76.81063616275787,78.58141480039731,76.26466332154486,66.99269047619049,77.5
370,FOODS_3_226_WI_2_evaluation,2015-11-30,74.19574218988419,76.35000792756193,73.90361551691589,59.70269047619049,75.0
371,FOODS_3_226_WI_2_evaluation,2015-12-31,74.0808482170105,76.58821077356001,73.8332356321427,59.81769047619049,75.0
372,FOODS_3_226_WI_2_evaluation,2016-01-31,76.46595424413681,79.24827747422756,76.214381451109,62.04769047619049,77.5
373,FOODS_3_226_WI_2_evaluation,2016-02-29,68.85106027126312,71.9661359540895,68.64614867623779,50.35369047619049,72.5
374,FOODS_3_226_WI_2_evaluation,2016-03-31,76.23616629838943,79.6449647982043,75.98835615647687,60.03369047619049,77.5
375,FOODS_3_226_WI_2_evaluation,2016-04-30,73.62127232551575,77.34061763616901,73.36775386517029,53.858690476190496,75.0
376,FOODS_3_226_WI_2_evaluation,2016-05-31,75.89148437976837,79.2274310666894,74.68481660863344,46.468690476190496,55.0
377,FOODS_3_226_WI_3_evaluation,2015-05-31,77.38510602712631,77.19358283062759,76.86551537254792,73.26,77.5
378,FOODS_3_226_WI_3_evaluation,2015-06-30,74.77021205425262,75.30711189012533,74.42636194059614,72.1225,75.0
379,FOODS_3_226_WI_3_evaluation,2015-07-31,77.15531808137894,78.07653674517601,76.79930264094688,73.855,77.5
380,FOODS_3_226_WI_3_evaluation,2015-08-31,77.04042410850525,78.23981646410792,76.5994462767325,67.70769047619048,77.5
381,FOODS_3_226_WI_3_evaluation,2015-09-30,74.42553013563156,76.03322232274111,74.03402098792375,68.27269047619048,75.0
382,FOODS_3_226_WI_3_evaluation,2015-10-31,76.81063616275787,78.6766615702749,76.40160059358844,67.25269047619048,77.5
383,FOODS_3_226_WI_3_evaluation,2015-11-30,74.19574218988419,76.41008197808915,73.91364765425577,60.46269047619048,75.0
384,FOODS_3_226_WI_3_evaluation,2015-12-31,74.0808482170105,76.62697831849964,73.8269407550403,61.08269047619048,75.0
385,FOODS_3_226_WI_3_evaluation,2016-01-31,76.46595424413681,79.30706789270322,76.21949286471182,63.23269047619048,77.5
386,FOODS_3_226_WI_3_evaluation,2016-02-29,68.85106027126312,72.01678328945694,68.64100995157102,50.69544047619048,72.5
387,FOODS_3_226_WI_3_evaluation,2016-03-31,76.23616629838943,79.70867090758351,76.01684145984011,57.10044047619048,77.5
388,FOODS_3_226_WI_3_evaluation,2016-04-30,73.62127232551575,77.41174623985643,73.40980322714675,52.87044047619048,75.0
389,FOODS_3_226_WI_3_evaluation,2016-05-31,75.89148437976837,79.82330586733009,75.17672414989863,47.32544047619048,55.0
390,FOODS_3_228_CA_1_evaluation,2015-05-31,74.88510602712631,75.88894007211579,75.38956196448794,72.68,77.5
391,FOODS_3_228_CA_1_evaluation,2015-06-30,71.27021205425262,71.66988128442291,70.86717030470469,62.720000000000006,75.0
392,FOODS_3_228_CA_1_evaluation,2015-07-31,76.15531808137894,77.16996421179554,75.81767321854988,66.30000000000001,77.0
393,FOODS_3_228_CA_1_evaluation,2015-08-31,73.54042410850525,75.3795337875292,73.54161881718387,57.360000000000014,77.5
394,FOODS_3_228_CA_1_evaluation,2015-09-30,72.42553013563156,74.4284719181053,72.36646469984386,49.72000000000001,74.0
395,FOODS_3_228_CA_1_evaluation,2015-10-31,74.31063616275787,76.7214642357022,74.28740472999183,45.65000000000001,75.5
396,FOODS_3_228_CA_1_evaluation,2015-11-30,73.19574218988419,75.89002608175196,73.13417533499319,39.27500000000001,74.5
397,FOODS_3_228_CA_1_evaluation,2015-12-31,71.5808482170105,74.59909899017357,71.73672058151345,31.740000000000013,75.0
398,FOODS_3_228_CA_1_evaluation,2016-01-31,73.46595424413681,76.86941962944313,73.74504847183799,31.24500000000001,74.5
399,FOODS_3_228_CA_1_evaluation,2016-02-29,66.85106027126312,70.54700338356832,67.12399114563341,20.94500000000001,65.5
400,FOODS_3_228_CA_1_evaluation,2016-03-31,73.73616629838943,77.75888945519256,74.05635165243919,26.010000000000012,71.0
401,FOODS_3_228_CA_1_evaluation,2016-04-30,71.62127232551575,75.96057424694007,71.91648512328275,22.41000000000001,74.0
402,FOODS_3_228_CA_1_evaluation,2016-05-31,72.39148437976837,78.04396544625098,73.16691109929795,22.09500000000001,55.0
403,FOODS_3_228_CA_2_evaluation,2015-05-31,57.38510602712631,57.95329392850229,57.49872314301773,55.545,69.0
404,FOODS_3_228_CA_2_evaluation,2015-06-30,54.770212054252625,58.23453832810121,57.0376933043044,49.31,75.0
405,FOODS_3_228_CA_2_evaluation,2015-07-31,56.65531808137894,60.494034631483,59.4084861540353,50.705000000000005,77.5
406,FOODS_3_228_CA_2_evaluation,2015-08-31,56.54042410850525,61.682385792324645,60.593281496503664,48.425000000000004,77.5
407,FOODS_3_228_CA_2_evaluation,2015-09-30,54.42553013563156,60.278819159618955,59.36523611996876,45.470000000000006,75.0
408,FOODS_3_228_CA_2_evaluation,2015-10-31,56.81063616275787,62.81576201839112,62.32488104546226,47.580000000000005,77.0
409,FOODS_3_228_CA_2_evaluation,2015-11-30,52.695742189884186,59.25112802291101,58.78626184496572,43.19500000000001,75.0
410,FOODS_3_228_CA_2_evaluation,2015-12-31,54.5808482170105,61.31979254156463,60.55722144511567,45.37666666666667,72.5
411,FOODS_3_228_CA_2_evaluation,2016-01-31,50.96595424413681,57.90852425994094,56.82363741208609,41.99458333333334,76.5
412,FOODS_3_228_CA_2_evaluation,2016-02-29,34.35106027126312,41.52016669370652,39.87454306299446,25.893750000000004,72.0
413,FOODS_3_228_CA_2_evaluation,2016-03-31,41.736166298389435,49.06095044444013,46.8852172014693,33.00625,76.5
414,FOODS_3_228_CA_2_evaluation,2016-04-30,33.62127232551575,41.2218173490503,38.60210941399801,24.886503769489327,75.0
415,FOODS_3_228_CA_2_evaluation,2016-05-31,35.89148437976837,44.3503155813303,40.84978586721739,27.514618602025212,55.0
416,FOODS_3_228_CA_3_evaluation,2015-05-31,74.38510602712631,74.97659272892231,74.57080164229971,74.96,77.5
417,FOODS_3_228_CA_3_evaluation,2015-06-30,71.77021205425262,72.85349249453705,72.10487633845044,71.505,75.0
418,FOODS_3_228_CA_3_evaluation,2015-07-31,73.65531808137894,74.90062973013767,73.90292091747604,70.08,77.5
419,FOODS_3_228_CA_3_evaluation,2015-08-31,73.54042410850525,75.25265431298655,73.92362446238745,73.28,77.5
420,FOODS_3_228_CA_3_evaluation,2015-09-30,70.92553013563156,72.92725671019632,71.27834276605311,69.07333333333334,72.5
421,FOODS_3_228_CA_3_evaluation,2015-10-31,73.81063616275787,76.09165830111885,74.16486540450077,66.8475,76.0
422,FOODS_3_228_CA_3_evaluation,2015-11-30,68.69574218988419,71.29712662281307,69.0055620737065,58.637499999999996,75.0
423,FOODS_3_228_CA_3_evaluation,2015-12-31,69.5808482170105,72.4480049992534,69.81924826588342,60.6675,74.0
424,FOODS_3_228_CA_3_evaluation,2016-01-31,69.46595424413681,72.64475958373512,69.71649383558679,56.887499999999996,74.0
425,FOODS_3_228_CA_3_evaluation,2016-02-29,62.35106027126312,65.84067564523693,62.59481926563812,46.5725,70.5
426,FOODS_3_228_CA_3_evaluation,2016-03-31,70.73616629838943,74.53401973307213,70.98475668612032,56.1875,75.5
427,FOODS_3_228_CA_3_evaluation,2016-04-30,67.62127232551575,71.74703573072351,67.8956466011664,50.2375,73.5
428,FOODS_3_228_CA_3_evaluation,2016-05-31,69.89148437976837,74.9308735580697,70.36531965888867,50.0075,54.5
429,FOODS_3_228_TX_2_evaluation,2015-05-31,77.38510602712631,78.24844084327194,77.68538559410169,77.26,77.5
430,FOODS_3_228_TX_2_evaluation,2015-06-30,74.77021205425262,75.53828697637063,74.67046125143567,67.86685714285714,75.0
431,FOODS_3_228_TX_2_evaluation,2015-07-31,76.65531808137894,78.22034316296428,76.92030672081967,71.01685714285715,77.5
432,FOODS_3_228_TX_2_evaluation,2015-08-31,77.04042410850525,78.61654218159678,77.02153799632848,71.52685714285715,77.5
433,FOODS_3_228_TX_2_evaluation,2015-09-30,74.42553013563156,76.15036432912419,74.28578490708506,64.35304761904763,74.5
434,FOODS_3_228_TX_2_evaluation,2015-10-31,76.31063616275787,78.48245685721213,76.27727645666478,67.80804761904763,77.5
435,FOODS_3_228_TX_2_evaluation,2015-11-30,74.19574218988419,76.59136555580857,74.07456149989821,62.16804761904763,75.0
436,FOODS_3_228_TX_2_evaluation,2015-12-31,75.0808482170105,77.8117114652194,74.97070014458934,58.873047619047625,75.0
437,FOODS_3_228_TX_2_evaluation,2016-01-31,75.96595424413681,78.99446644521302,75.75967207385635,61.108047619047625,77.5
438,FOODS_3_228_TX_2_evaluation,2016-02-29,68.85106027126312,72.16405897620947,68.64506086417153,51.093047619047624,72.5
439,FOODS_3_228_TX_2_evaluation,2016-03-31,73.73616629838943,77.39488188677184,73.58447681966518,55.00804761904762,77.5
440,FOODS_3_228_TX_2_evaluation,2016-04-30,73.62127232551575,77.6035132047111,73.48462673957135,53.218047619047624,75.0
441,FOODS_3_228_TX_2_evaluation,2016-05-31,75.89148437976837,81.07449866413273,76.10542839358439,52.71304761904762,55.0
442,FOODS_3_228_TX_3_evaluation,2015-05-31,72.88510602712631,73.6222161363859,72.96343765084636,70.7,77.5
443,FOODS_3_228_TX_3_evaluation,2015-06-30,69.27021205425262,70.71223406118924,69.55830267532478,70.015,75.0
444,FOODS_3_228_TX_3_evaluation,2015-07-31,72.15531808137894,73.51778464234887,72.04754440729604,71.22,76.0
445,FOODS_3_228_TX_3_evaluation,2015-08-31,74.54042410850525,76.94867718554347,74.90298601841165,68.22149999999999,77.5
446,FOODS_3_228_TX_3_evaluation,2015-09-30,71.92553013563156,74.70243660890051,72.45815588245833,68.27399999999999,73.0
447,FOODS_3_228_TX_3_evaluation,2015-10-31,73.31063616275787,76.3576613655786,74.03850997040297,65.83899999999998,76.0
448,FOODS_3_228_TX_3_evaluation,2015-11-30,71.19574218988419,74.67993820868274,72.0776788986677,59.34899999999998,72.0
449,FOODS_3_228_TX_3_evaluation,2015-12-31,71.0808482170105,74.82298323294222,72.0580333277524,60.67899999999998,74.5
450,FOODS_3_228_TX_3_evaluation,2016-01-31,67.96595424413681,72.07015751298556,69.12455301045921,55.48899999999998,77.5
451,FOODS_3_228_TX_3_evaluation,2016-02-29,66.35106027126312,70.75945211760266,67.45893981816725,49.378999999999984,72.5
452,FOODS_3_228_TX_3_evaluation,2016-03-31,73.73616629838943,78.41646660647626,74.78738627785052,59.883999999999986,76.5
453,FOODS_3_228_TX_3_evaluation,2016-04-30,68.62127232551575,73.62549289608242,69.65241991729839,50.56649999999999,70.5
